ef,recall,query_time
1100,0.906988,0.000279
1200,0.916046,0.000302
1300,0.923766,0.000326
1400,0.930420,0.000350
1500,0.936172,0.000374
1600,0.941195,0.000397
1700,0.945633,0.000422
1800,0.949548,0.000444
1900,0.953051,0.000469
2000,0.956182,0.000491
2100,0.959005,0.000514
2200,0.961531,0.000538
2300,0.963821,0.000560
2400,0.965905,0.000583
2500,0.967840,0.000607
2600,0.969591,0.000630
2700,0.971194,0.000653
2800,0.972679,0.000677
2900,0.974036,0.000698
3000,0.975308,0.000722
3100,0.976455,0.000745
3200,0.977530,0.000767
3300,0.978548,0.000791
3400,0.979489,0.000814
3500,0.980371,0.000838
3600,0.981197,0.000860
3700,0.981954,0.000882
3800,0.982682,0.000905
3900,0.983365,0.000926
4000,0.984006,0.000952
4100,0.984610,0.000971
4200,0.985174,0.000995
4300,0.985713,0.001016
4400,0.986222,0.001040
4500,0.986697,0.001062
4600,0.987153,0.001085
4700,0.987592,0.001107
4800,0.988007,0.001130
4900,0.988402,0.001154
5000,0.988775,0.001177
5100,0.989121,0.001197
5200,0.989467,0.001221
5300,0.989777,0.001245
5400,0.990076,0.001265
5500,0.990359,0.001288
5600,0.990638,0.001314
5700,0.990894,0.001334
5800,0.991157,0.001356
5900,0.991406,0.001379
6000,0.991640,0.001399
6100,0.991877,0.001425
6200,0.992099,0.001446
6300,0.992315,0.001468
6400,0.992511,0.001488
6500,0.992696,0.001511
6600,0.992875,0.001538
6700,0.993052,0.001558
6800,0.993222,0.001582
6900,0.993388,0.001601
7000,0.993542,0.001623
7100,0.993695,0.001647
7200,0.993836,0.001668
7300,0.993979,0.001691
7400,0.994112,0.001713
7500,0.994247,0.001736
7600,0.994373,0.001758
7700,0.994498,0.001779
7800,0.994609,0.001802
7900,0.994728,0.001829
8000,0.994839,0.001855
8100,0.994938,0.001872
8200,0.995044,0.001890
8300,0.995143,0.001912
8400,0.995234,0.001933
8500,0.995330,0.001954
8600,0.995417,0.001984
8700,0.995503,0.002010
8800,0.995591,0.002022
8900,0.995675,0.002050
9000,0.995760,0.002073
9100,0.995842,0.002094
9200,0.995917,0.002121
9300,0.995987,0.002138
9400,0.996064,0.002155
9500,0.996135,0.002183
9600,0.996202,0.002203
9700,0.996275,0.002225
9800,0.996342,0.002249
9900,0.996405,0.002281
10000,0.996463,0.002298
