iteration_number,unreachable_points_number,recall
1360,15901,0.985389
1361,15913,0.985370
1362,15934,0.985344
1363,15945,0.985352
1364,15953,0.985299
1365,15963,0.985250
1366,15981,0.985253
1367,15996,0.985243
1368,16013,0.985261
1369,16024,0.985277
1370,16034,0.985266
1371,16053,0.985278
1372,16064,0.985270
1373,16075,0.985237
1374,16086,0.985226
1375,16096,0.985214
1376,16109,0.985220
1377,16119,0.985227
1378,16130,0.985199
1379,16138,0.985206
1380,16151,0.985199
1381,16165,0.985193
1382,16175,0.985167
1383,16186,0.985181
1384,16198,0.985166
1385,16207,0.985146
1386,16219,0.985127
1387,16235,0.985148
1388,16246,0.985115
1389,16254,0.985068
1390,16264,0.985032
1391,16278,0.985030
1392,16284,0.985041
1393,16292,0.985027
1394,16298,0.985048
1395,16309,0.985010
1396,16316,0.984974
1397,16320,0.985019
1398,16329,0.985038
1399,16340,0.985009
1400,16349,0.985005
1401,16352,0.984982
1402,16363,0.984975
1403,16371,0.984939
1404,16383,0.984941
1405,16387,0.984931
1406,16400,0.984899
1407,16412,0.984870
1408,16420,0.984878
1409,16435,0.984922
1410,16443,0.984913
1411,16447,0.984898
1412,16456,0.984884
1413,16470,0.984907
1414,16477,0.984849
1415,16484,0.984845
1416,16497,0.984855
1417,16504,0.984824
1418,16515,0.984831
1419,16523,0.984853
1420,16535,0.984816
1421,16543,0.984779
1422,16547,0.984805
1423,16562,0.984782
1424,16570,0.984738
1425,16581,0.984748
1426,16603,0.984724
1427,16611,0.984666
1428,16623,0.984668
1429,16632,0.984685
1430,16636,0.984661
1431,16647,0.984626
1432,16656,0.984660
1433,16667,0.984649
1434,16676,0.984641
1435,16690,0.984670
1436,16706,0.984656
1437,16714,0.984626
1438,16725,0.984604
1439,16738,0.984566
1440,16747,0.984586
1441,16756,0.984538
1442,16766,0.984563
1443,16780,0.984541
1444,16793,0.984520
1445,16806,0.984525
1446,16811,0.984512
1447,16826,0.984516
1448,16836,0.984453
1449,16848,0.984457
1450,16857,0.984456
1451,16869,0.984466
1452,16880,0.984458
1453,16888,0.984442
1454,16898,0.984464
1455,16913,0.984440
1456,16929,0.984411
1457,16937,0.984360
1458,16947,0.984353
1459,16957,0.984370
1460,16967,0.984367
1461,16980,0.984349
1462,16985,0.984346
1463,16999,0.984326
1464,17009,0.984318
1465,17018,0.984335
1466,17032,0.984309
1467,17047,0.984269
1468,17057,0.984256
1469,17067,0.984245
1470,17082,0.984264
1471,17091,0.984227
1472,17098,0.984248
1473,17108,0.984222
1474,17122,0.984273
1475,17131,0.984214
1476,17150,0.984217
1477,17160,0.984207
1478,17170,0.984190
1479,17178,0.984191
1480,17191,0.984171
1481,17200,0.984145
1482,17213,0.984108
1483,17231,0.984098
1484,17248,0.984092
1485,17255,0.984121
1486,17264,0.984074
1487,17279,0.984055
1488,17288,0.984069
1489,17305,0.984018
1490,17322,0.984023
1491,17339,0.983991
1492,17348,0.984010
1493,17354,0.983999
1494,17364,0.984029
1495,17379,0.983991
1496,17387,0.983951
1497,17399,0.983941
1498,17406,0.983868
1499,17412,0.983890
1500,17435,0.983901
1501,17447,0.983888
1502,17459,0.983900
1503,17466,0.983867
1504,17472,0.983905
1505,17482,0.983891
1506,17489,0.983848
1507,17497,0.983844
1508,17505,0.983855
1509,17516,0.983801
1510,17530,0.983804
1511,17536,0.983825
1512,17547,0.983794
1513,17557,0.983813
1514,17564,0.983819
1515,17577,0.983799
1516,17595,0.983776
1517,17601,0.983780
1518,17609,0.983736
1519,17622,0.983704
1520,17635,0.983696
1521,17647,0.983730
1522,17660,0.983743
1523,17671,0.983723
1524,17681,0.983667
1525,17693,0.983691
1526,17702,0.983675
1527,17707,0.983662
1528,17723,0.983649
1529,17734,0.983635
1530,17749,0.983621
1531,17761,0.983632
1532,17771,0.983623
1533,17785,0.983627
1534,17798,0.983557
1535,17809,0.983526
1536,17818,0.983531
1537,17834,0.983536
1538,17844,0.983554
1539,17857,0.983497
1540,17875,0.983456
1541,17886,0.983487
1542,17893,0.983444
1543,17896,0.983417
1544,17906,0.983420
1545,17921,0.983381
1546,17933,0.983390
1547,17945,0.983398
1548,17961,0.983419
1549,17970,0.983417
1550,17980,0.983415
1551,17988,0.983426
1552,17993,0.983435
1553,17998,0.983399
1554,18014,0.983372
1555,18018,0.983361
1556,18031,0.983306
1557,18044,0.983326
1558,18060,0.983288
1559,18067,0.983333
1560,18078,0.983320
1561,18093,0.983292
1562,18108,0.983311
1563,18122,0.983266
1564,18132,0.983271
1565,18143,0.983306
1566,18155,0.983270
1567,18161,0.983265
1568,18168,0.983287
1569,18178,0.983294
1570,18184,0.983246
1571,18197,0.983225
1572,18205,0.983232
1573,18217,0.983245
1574,18223,0.983219
1575,18238,0.983200
1576,18248,0.983191
1577,18261,0.983149
1578,18275,0.983133
1579,18286,0.983141
1580,18293,0.983140
1581,18301,0.983098
1582,18309,0.983115
1583,18316,0.983130
1584,18332,0.983130
1585,18345,0.983103
1586,18354,0.983095
1587,18362,0.983093
1588,18372,0.983109
1589,18386,0.983101
1590,18395,0.983058
1591,18399,0.982990
1592,18411,0.982996
1593,18422,0.982949
1594,18435,0.982997
1595,18451,0.982971
1596,18462,0.982938
1597,18474,0.982925
1598,18492,0.982915
1599,18507,0.982865
1600,18517,0.982861
1601,18526,0.982862
1602,18538,0.982850
1603,18555,0.982836
1604,18566,0.982818
1605,18578,0.982846
1606,18591,0.982858
1607,18600,0.982846
1608,18609,0.982830
1609,18617,0.982818
1610,18635,0.982808
1611,18649,0.982792
1612,18660,0.982762
1613,18671,0.982751
1614,18688,0.982733
1615,18696,0.982699
1616,18705,0.982713
1617,18713,0.982722
1618,18722,0.982720
1619,18727,0.982732
1620,18742,0.982777
1621,18754,0.982755
1622,18763,0.982732
1623,18775,0.982702
1624,18792,0.982704
1625,18796,0.982687
1626,18805,0.982655
1627,18817,0.982682
1628,18820,0.982621
1629,18832,0.982598
1630,18846,0.982612
1631,18853,0.982597
1632,18868,0.982566
1633,18874,0.982561
1634,18890,0.982552
1635,18899,0.982538
1636,18909,0.982571
1637,18919,0.982573
1638,18927,0.982545
1639,18943,0.982562
1640,18953,0.982494
1641,18964,0.982514
1642,18975,0.982495
1643,18999,0.982482
1644,19012,0.982526
1645,19022,0.982450
1646,19036,0.982481
1647,19050,0.982484
1648,19061,0.982445
1649,19070,0.982453
1650,19081,0.982475
1651,19087,0.982456
1652,19097,0.982419
1653,19110,0.982373
1654,19120,0.982376
1655,19130,0.982390
1656,19142,0.982308
1657,19155,0.982309
1658,19169,0.982288
1659,19177,0.982284
1660,19187,0.982301
1661,19196,0.982317
1662,19206,0.982343
1663,19213,0.982284
1664,19226,0.982270
1665,19233,0.982263
1666,19244,0.982281
1667,19257,0.982286
1668,19270,0.982232
1669,19281,0.982245
1670,19293,0.982195
1671,19307,0.982246
1672,19323,0.982189
1673,19336,0.982156
1674,19348,0.982119
1675,19359,0.982115
1676,19375,0.982084
1677,19387,0.982046
1678,19402,0.982059
1679,19417,0.982050
1680,19427,0.982047
1681,19445,0.982037
1682,19451,0.982042
1683,19455,0.982013
1684,19466,0.981993
1685,19478,0.981996
1686,19489,0.982006
1687,19496,0.981996
1688,19506,0.981945
1689,19516,0.981938
1690,19524,0.981911
1691,19533,0.981892
1692,19540,0.981894
1693,19552,0.981888
1694,19563,0.981868
1695,19578,0.981927
1696,19586,0.981883
1697,19591,0.981856
1698,19605,0.981834
1699,19620,0.981837
1700,19636,0.981836
1701,19644,0.981799
1702,19654,0.981813
1703,19663,0.981799
1704,19674,0.981796
1705,19690,0.981773
1706,19700,0.981779
1707,19709,0.981774
1708,19727,0.981765
1709,19741,0.981761
1710,19753,0.981736
1711,19761,0.981694
1712,19772,0.981698
1713,19783,0.981704
1714,19797,0.981660
1715,19804,0.981658
1716,19810,0.981645
1717,19823,0.981613
1718,19835,0.981618
1719,19845,0.981618
1720,19856,0.981632
1721,19869,0.981614
1722,19885,0.981625
1723,19894,0.981582
1724,19909,0.981624
1725,19913,0.981610
1726,19926,0.981602
1727,19938,0.981586
1728,19945,0.981559
1729,19955,0.981555
1730,19965,0.981545
1731,19976,0.981522
1732,19990,0.981529
1733,19998,0.981460
1734,20013,0.981478
1735,20022,0.981471
1736,20033,0.981450
1737,20038,0.981417
1738,20050,0.981449
1739,20059,0.981428
1740,20069,0.981419
1741,20076,0.981411
1742,20086,0.981373
1743,20098,0.981400
1744,20117,0.981377
1745,20132,0.981366
1746,20140,0.981357
1747,20144,0.981382
1748,20146,0.981388
1749,20157,0.981347
1750,20171,0.981359
1751,20190,0.981370
1752,20206,0.981337
1753,20217,0.981330
1754,20227,0.981320
1755,20237,0.981320
1756,20246,0.981288
1757,20261,0.981312
1758,20269,0.981270
1759,20280,0.981211
1760,20291,0.981171
1761,20303,0.981186
1762,20311,0.981180
1763,20322,0.981153
1764,20338,0.981144
1765,20347,0.981137
1766,20360,0.981142
1767,20370,0.981121
1768,20379,0.981169
1769,20397,0.981192
1770,20408,0.981158
1771,20419,0.981109
1772,20428,0.981098
1773,20433,0.981087
1774,20442,0.981083
1775,20453,0.981107
1776,20465,0.981096
1777,20480,0.981093
1778,20492,0.981067
1779,20506,0.981032
1780,20510,0.981027
1781,20523,0.980967
1782,20533,0.981012
1783,20556,0.980955
1784,20571,0.980921
1785,20579,0.980924
1786,20590,0.980965
1787,20601,0.980947
1788,20610,0.980956
1789,20620,0.980943
1790,20630,0.980939
1791,20640,0.980912
1792,20646,0.980903
1793,20659,0.980906
1794,20676,0.980922
1795,20681,0.980911
1796,20688,0.980914
1797,20702,0.980847
1798,20714,0.980824
1799,20724,0.980839
1800,20734,0.980836
1801,20745,0.980862
1802,20756,0.980801
1803,20771,0.980814
1804,20787,0.980845
1805,20797,0.980822
1806,20807,0.980820
1807,20817,0.980813
1808,20830,0.980788
1809,20846,0.980767
1810,20857,0.980763
1811,20864,0.980725
1812,20871,0.980708
1813,20884,0.980752
1814,20900,0.980737
1815,20910,0.980678
1816,20927,0.980651
1817,20941,0.980654
1818,20948,0.980634
1819,20946,0.980619
1820,20957,0.980583
1821,20974,0.980601
1822,20987,0.980608
1823,20996,0.980609
1824,21010,0.980623
1825,21021,0.980606
1826,21034,0.980562
1827,21047,0.980567
1828,21059,0.980608
1829,21073,0.980597
1830,21080,0.980543
1831,21092,0.980532
1832,21112,0.980493
1833,21119,0.980492
1834,21122,0.980480
1835,21132,0.980502
1836,21142,0.980497
1837,21153,0.980441
1838,21162,0.980443
1839,21174,0.980441
1840,21183,0.980451
1841,21196,0.980428
1842,21209,0.980420
1843,21220,0.980434
1844,21236,0.980418
1845,21242,0.980441
1846,21248,0.980378
1847,21261,0.980347
1848,21270,0.980346
1849,21286,0.980331
1850,21294,0.980357
1851,21301,0.980340
1852,21312,0.980327
1853,21332,0.980317
1854,21340,0.980308
1855,21350,0.980314
1856,21364,0.980302
1857,21377,0.980269
1858,21394,0.980287
1859,21405,0.980283
1860,21416,0.980283
1861,21425,0.980245
1862,21439,0.980275
1863,21442,0.980231
1864,21451,0.980209
1865,21465,0.980190
1866,21473,0.980153
1867,21478,0.980135
1868,21487,0.980082
1869,21493,0.980077
1870,21502,0.980099
1871,21513,0.980073
1872,21524,0.980132
1873,21536,0.980080
1874,21547,0.980088
1875,21556,0.980091
1876,21569,0.980055
1877,21586,0.980083
1878,21596,0.980037
1879,21609,0.980000
1880,21622,0.980037
1881,21644,0.980042
1882,21653,0.980062
1883,21661,0.980066
1884,21669,0.980031
1885,21683,0.980020
1886,21689,0.979994
1887,21700,0.979984
1888,21709,0.979976
1889,21718,0.980023
1890,21727,0.979961
1891,21735,0.979937
1892,21746,0.979946
1893,21757,0.979918
1894,21768,0.979961
1895,21778,0.979963
1896,21787,0.979952
1897,21796,0.979916
1898,21806,0.979926
1899,21816,0.979933
1900,21825,0.979931
1901,21836,0.979889
1902,21849,0.979884
1903,21859,0.979879
1904,21867,0.979871
1905,21875,0.979856
1906,21886,0.979858
1907,21896,0.979857
1908,21907,0.979801
1909,21919,0.979790
1910,21929,0.979797
1911,21933,0.979774
1912,21942,0.979786
1913,21947,0.979757
1914,21958,0.979779
1915,21972,0.979773
1916,21982,0.979761
1917,21996,0.979768
1918,22005,0.979706
1919,22017,0.979690
1920,22029,0.979665
1921,22044,0.979678
1922,22056,0.979669
1923,22071,0.979667
1924,22077,0.979656
1925,22086,0.979669
1926,22094,0.979638
1927,22103,0.979627
1928,22113,0.979587
1929,22121,0.979583
1930,22137,0.979588
1931,22148,0.979573
1932,22154,0.979584
1933,22163,0.979556
1934,22177,0.979498
1935,22191,0.979498
1936,22205,0.979477
1937,22214,0.979495
1938,22228,0.979540
1939,22244,0.979466
1940,22257,0.979441
1941,22262,0.979434
1942,22270,0.979424
1943,22278,0.979437
1944,22290,0.979437
1945,22302,0.979417
1946,22316,0.979405
1947,22327,0.979378
1948,22342,0.979363
1949,22352,0.979332
1950,22369,0.979337
1951,22381,0.979333
1952,22392,0.979325
1953,22400,0.979345
1954,22417,0.979396
1955,22425,0.979349
1956,22438,0.979319
1957,22447,0.979277
1958,22453,0.979275
1959,22462,0.979221
1960,22473,0.979239
1961,22485,0.979216
1962,22497,0.979190
1963,22510,0.979203
1964,22523,0.979230
1965,22531,0.979233
1966,22544,0.979208
1967,22549,0.979196
1968,22555,0.979183
1969,22563,0.979198
1970,22568,0.979182
1971,22578,0.979169
1972,22589,0.979148
1973,22593,0.979121
1974,22603,0.979123
1975,22613,0.979083
1976,22617,0.979035
1977,22631,0.979012
1978,22650,0.978985
1979,22666,0.978970
1980,22679,0.978976
1981,22693,0.978965
1982,22701,0.978954
1983,22709,0.978997
1984,22728,0.978970
1985,22735,0.978936
1986,22752,0.978963
1987,22763,0.978968
1988,22779,0.978931
1989,22796,0.978920
1990,22802,0.978930
1991,22813,0.978932
1992,22819,0.978896
1993,22825,0.978901
1994,22833,0.978877
1995,22842,0.978895
1996,22850,0.978879
1997,22855,0.978898
1998,22870,0.978880
1999,22875,0.978865
2000,22883,0.978872
2001,22889,0.978876
2002,22893,0.978844
2003,22903,0.978863
2004,22913,0.978839
2005,22923,0.978848
2006,22932,0.978816
2007,22948,0.978790
2008,22967,0.978763
2009,22989,0.978742
2010,23000,0.978751
2011,23014,0.978710
2012,23027,0.978711
2013,23041,0.978687
2014,23051,0.978665
2015,23063,0.978646
2016,23071,0.978646
2017,23079,0.978575
2018,23091,0.978606
2019,23094,0.978606
2020,23103,0.978589
2021,23114,0.978601
2022,23120,0.978588
2023,23132,0.978573
2024,23143,0.978567
2025,23151,0.978564
2026,23158,0.978548
2027,23169,0.978538
2028,23178,0.978542
2029,23189,0.978551
2030,23204,0.978564
2031,23220,0.978520
2032,23229,0.978599
2033,23240,0.978567
2034,23251,0.978517
2035,23266,0.978496
2036,23278,0.978493
2037,23287,0.978520
2038,23296,0.978536
2039,23308,0.978522
2040,23315,0.978492
2041,23323,0.978489
2042,23334,0.978510
2043,23347,0.978495
2044,23355,0.978436
2045,23371,0.978438
2046,23378,0.978455
2047,23386,0.978427
2048,23401,0.978426
2049,23409,0.978438
2050,23418,0.978410
2051,23428,0.978391
2052,23436,0.978366
2053,23446,0.978316
2054,23457,0.978305
2055,23463,0.978293
2056,23471,0.978321
2057,23479,0.978331
2058,23494,0.978305
2059,23497,0.978305
2060,23503,0.978287
2061,23510,0.978289
2062,23520,0.978300
2063,23531,0.978247
2064,23539,0.978224
2065,23550,0.978250
2066,23557,0.978225
2067,23567,0.978236
2068,23577,0.978215
2069,23590,0.978208
2070,23602,0.978186
2071,23615,0.978197
2072,23622,0.978209
2073,23626,0.978188
2074,23644,0.978174
2075,23654,0.978135
2076,23664,0.978132
2077,23683,0.978113
2078,23692,0.978112
2079,23702,0.978100
2080,23715,0.978097
2081,23727,0.978081
2082,23742,0.978027
2083,23758,0.977979
2084,23769,0.977990
2085,23780,0.977980
2086,23795,0.977990
2087,23808,0.977946
2088,23818,0.977979
2089,23834,0.977971
2090,23841,0.977922
2091,23850,0.977926
2092,23861,0.977928
2093,23868,0.977947
2094,23877,0.977925
2095,23886,0.977925
2096,23894,0.977904
2097,23904,0.977873
2098,23915,0.977863
2099,23925,0.977786
2100,23937,0.977788
2101,23952,0.977777
2102,23965,0.977785
2103,23975,0.977767
2104,23986,0.977769
2105,23999,0.977781
2106,24007,0.977800
2107,24022,0.977752
2108,24035,0.977773
2109,24040,0.977785
2110,24052,0.977735
2111,24061,0.977735
2112,24078,0.977715
2113,24088,0.977743
2114,24101,0.977714
2115,24112,0.977692
2116,24129,0.977637
2117,24147,0.977692
2118,24158,0.977680
2119,24169,0.977643
2120,24174,0.977630
2121,24179,0.977647
2122,24186,0.977631
2123,24192,0.977622
2124,24203,0.977634
2125,24212,0.977614
2126,24216,0.977593
2127,24230,0.977552
2128,24246,0.977549
2129,24256,0.977557
2130,24269,0.977554
2131,24285,0.977514
2132,24296,0.977505
2133,24304,0.977504
2134,24316,0.977510
2135,24324,0.977508
2136,24339,0.977474
2137,24349,0.977416
2138,24362,0.977447
2139,24375,0.977432
2140,24383,0.977442
2141,24389,0.977408
2142,24398,0.977391
2143,24411,0.977399
2144,24421,0.977339
2145,24441,0.977341
2146,24455,0.977326
2147,24466,0.977312
2148,24474,0.977294
2149,24482,0.977265
2150,24498,0.977267
2151,24515,0.977255
2152,24520,0.977215
2153,24525,0.977252
2154,24533,0.977246
2155,24544,0.977199
2156,24556,0.977207
2157,24564,0.977202
2158,24572,0.977184
2159,24592,0.977176
2160,24607,0.977144
2161,24621,0.977153
2162,24634,0.977162
2163,24648,0.977123
2164,24664,0.977125
2165,24676,0.977073
2166,24688,0.977055
2167,24697,0.977066
2168,24710,0.977071
2169,24722,0.977063
2170,24734,0.977039
2171,24747,0.976983
2172,24755,0.977008
2173,24767,0.976973
2174,24773,0.976984
2175,24779,0.977015
2176,24794,0.977017
2177,24800,0.977025
2178,24811,0.976990
2179,24829,0.976935
2180,24842,0.976911
2181,24860,0.976907
2182,24868,0.976889
2183,24877,0.976898
2184,24893,0.976891
2185,24905,0.976869
2186,24918,0.976834
2187,24931,0.976839
2188,24941,0.976854
2189,24949,0.976785
2190,24963,0.976819
2191,24976,0.976810
2192,24987,0.976803
2193,24999,0.976773
2194,25007,0.976770
2195,25019,0.976746
2196,25027,0.976747
2197,25034,0.976738
2198,25045,0.976747
2199,25056,0.976768
2200,25065,0.976772
2201,25077,0.976750
2202,25088,0.976712
2203,25103,0.976704
2204,25116,0.976712
2205,25137,0.976720
2206,25147,0.976717
2207,25157,0.976657
2208,25168,0.976644
2209,25176,0.976632
2210,25186,0.976657
2211,25196,0.976636
2212,25209,0.976590
2213,25218,0.976567
2214,25230,0.976645
2215,25240,0.976658
2216,25249,0.976606
2217,25257,0.976594
2218,25270,0.976580
2219,25277,0.976569
2220,25290,0.976519
2221,25305,0.976537
2222,25315,0.976559
2223,25316,0.976600
2224,25323,0.976573
2225,25331,0.976528
2226,25338,0.976504
2227,25346,0.976502
2228,25359,0.976458
2229,25368,0.976461
2230,25385,0.976405
2231,25390,0.976411
2232,25396,0.976416
2233,25412,0.976396
2234,25425,0.976390
2235,25437,0.976379
2236,25448,0.976341
2237,25463,0.976353
2238,25481,0.976316
2239,25489,0.976355
2240,25497,0.976322
2241,25508,0.976304
2242,25520,0.976345
2243,25534,0.976355
2244,25547,0.976328
2245,25562,0.976316
2246,25574,0.976287
2247,25589,0.976262
2248,25601,0.976233
2249,25613,0.976224
2250,25628,0.976217
2251,25632,0.976224
2252,25639,0.976227
2253,25651,0.976219
2254,25658,0.976186
2255,25666,0.976209
2256,25672,0.976186
2257,25682,0.976175
2258,25686,0.976181
2259,25694,0.976176
2260,25707,0.976142
2261,25720,0.976115
2262,25731,0.976132
2263,25744,0.976140
2264,25758,0.976137
2265,25773,0.976087
2266,25783,0.976077
2267,25796,0.976098
2268,25805,0.976090
2269,25816,0.976065
2270,25824,0.976043
2271,25838,0.976047
2272,25855,0.976017
2273,25866,0.975999
2274,25876,0.976055
2275,25882,0.976008
2276,25895,0.975975
2277,25910,0.975970
2278,25918,0.975973
2279,25927,0.975931
2280,25940,0.975928
2281,25950,0.975931
2282,25960,0.975922
2283,25974,0.975922
2284,25986,0.975891
2285,25993,0.975883
2286,26000,0.975870
2287,26012,0.975873
2288,26029,0.975886
2289,26038,0.975871
2290,26045,0.975893
2291,26054,0.975840
2292,26065,0.975829
2293,26078,0.975848
2294,26087,0.975833
2295,26098,0.975806
2296,26105,0.975805
2297,26116,0.975773
2298,26129,0.975756
2299,26142,0.975718
2300,26153,0.975739
2301,26160,0.975738
2302,26169,0.975706
2303,26177,0.975714
2304,26186,0.975703
2305,26199,0.975662
2306,26207,0.975678
2307,26222,0.975699
2308,26233,0.975713
2309,26241,0.975726
2310,26249,0.975708
2311,26260,0.975658
2312,26273,0.975659
2313,26279,0.975684
2314,26287,0.975656
2315,26301,0.975632
2316,26317,0.975603
2317,26327,0.975618
2318,26338,0.975573
2319,26354,0.975565
2320,26363,0.975602
2321,26370,0.975556
2322,26384,0.975558
2323,26399,0.975564
2324,26406,0.975578
2325,26411,0.975560
2326,26423,0.975526
2327,26437,0.975528
2328,26449,0.975550
2329,26461,0.975537
2330,26467,0.975482
2331,26484,0.975494
2332,26495,0.975464
2333,26502,0.975422
2334,26513,0.975432
2335,26524,0.975408
2336,26530,0.975403
2337,26541,0.975369
2338,26554,0.975368
2339,26565,0.975397
2340,26575,0.975416
2341,26587,0.975383
2342,26597,0.975368
2343,26607,0.975374
2344,26620,0.975336
2345,26627,0.975314
2346,26641,0.975304
2347,26650,0.975252
2348,26663,0.975266
2349,26675,0.975299
2350,26685,0.975281
2351,26706,0.975230
2352,26716,0.975229
2353,26722,0.975189
2354,26727,0.975235
2355,26739,0.975243
2356,26742,0.975261
2357,26752,0.975243
2358,26762,0.975249
2359,26772,0.975276
2360,26783,0.975233
2361,26796,0.975238
2362,26803,0.975212
2363,26820,0.975156
2364,26837,0.975107
2365,26847,0.975113
2366,26860,0.975124
2367,26875,0.975149
2368,26883,0.975114
2369,26888,0.975113
2370,26897,0.975076
2371,26912,0.975081
2372,26920,0.975084
2373,26932,0.975081
2374,26941,0.975068
2375,26946,0.975031
2376,26954,0.975039
2377,26961,0.975033
2378,26971,0.975027
2379,26981,0.975044
2380,26988,0.975006
2381,26999,0.974989
2382,27008,0.975006
2383,27012,0.974987
2384,27023,0.974997
2385,27028,0.974980
2386,27040,0.974954
2387,27049,0.974983
2388,27055,0.974989
2389,27066,0.975001
2390,27078,0.974977
2391,27085,0.974982
2392,27102,0.974947
2393,27108,0.974920
2394,27118,0.974916
2395,27125,0.974911
2396,27133,0.974931
2397,27142,0.974908
2398,27153,0.974866
2399,27162,0.974852
2400,27174,0.974851
2401,27187,0.974869
2402,27200,0.974823
2403,27210,0.974846
2404,27223,0.974816
2405,27234,0.974807
2406,27253,0.974768
2407,27261,0.974776
2408,27271,0.974774
2409,27279,0.974758
2410,27289,0.974747
2411,27301,0.974752
2412,27314,0.974702
2413,27319,0.974715
2414,27328,0.974699
2415,27332,0.974709
2416,27345,0.974680
2417,27355,0.974651
2418,27368,0.974669
2419,27378,0.974641
2420,27387,0.974616
2421,27405,0.974583
2422,27419,0.974608
2423,27433,0.974602
2424,27440,0.974599
2425,27445,0.974592
2426,27463,0.974594
2427,27467,0.974576
2428,27478,0.974573
2429,27485,0.974562
2430,27495,0.974527
2431,27509,0.974535
2432,27517,0.974537
2433,27527,0.974550
2434,27537,0.974521
2435,27546,0.974515
2436,27565,0.974455
2437,27574,0.974470
2438,27580,0.974442
2439,27597,0.974393
2440,27607,0.974398
2441,27615,0.974394
2442,27628,0.974380
2443,27636,0.974354
2444,27647,0.974402
2445,27657,0.974390
2446,27677,0.974379
2447,27689,0.974396
2448,27699,0.974364
2449,27711,0.974336
2450,27720,0.974351
2451,27729,0.974348
2452,27740,0.974298
2453,27753,0.974293
2454,27765,0.974275
2455,27777,0.974318
2456,27787,0.974335
2457,27798,0.974317
2458,27807,0.974258
2459,27815,0.974237
2460,27824,0.974247
2461,27838,0.974287
2462,27843,0.974243
2463,27853,0.974243
2464,27863,0.974220
2465,27874,0.974239
2466,27885,0.974222
2467,27897,0.974198
2468,27909,0.974189
2469,27916,0.974148
2470,27929,0.974121
2471,27943,0.974129
2472,27953,0.974080
2473,27959,0.974061
2474,27969,0.974068
2475,27979,0.974108
2476,27988,0.974109
2477,28002,0.974129
2478,28012,0.974060
2479,28027,0.974051
2480,28038,0.974018
2481,28054,0.974018
2482,28062,0.973996
2483,28070,0.973989
2484,28090,0.973987
2485,28099,0.973989
2486,28114,0.973976
2487,28124,0.973976
2488,28138,0.973961
2489,28153,0.973959
2490,28161,0.973940
2491,28172,0.973922
2492,28182,0.973910
2493,28192,0.973930
2494,28200,0.973922
2495,28214,0.973880
2496,28222,0.973853
2497,28224,0.973867
2498,28234,0.973852
2499,28242,0.973838
2500,28250,0.973851
2501,28259,0.973840
2502,28272,0.973780
2503,28283,0.973776
2504,28296,0.973769
2505,28305,0.973765
2506,28313,0.973789
2507,28329,0.973760
2508,28338,0.973735
2509,28348,0.973725
2510,28358,0.973721
2511,28363,0.973716
2512,28379,0.973709
2513,28394,0.973704
2514,28407,0.973697
2515,28419,0.973671
2516,28426,0.973642
2517,28442,0.973644
2518,28451,0.973638
2519,28463,0.973642
2520,28476,0.973666
2521,28486,0.973611
2522,28502,0.973586
2523,28513,0.973588
2524,28516,0.973565
2525,28523,0.973573
2526,28528,0.973571
2527,28540,0.973556
2528,28548,0.973570
2529,28555,0.973623
2530,28568,0.973576
2531,28581,0.973553
2532,28593,0.973511
2533,28604,0.973513
2534,28612,0.973495
2535,28622,0.973474
2536,28637,0.973440
2537,28647,0.973431
2538,28656,0.973478
2539,28667,0.973475
2540,28678,0.973444
2541,28686,0.973450
2542,28694,0.973427
2543,28703,0.973410
2544,28712,0.973423
2545,28727,0.973437
2546,28738,0.973422
2547,28753,0.973405
2548,28761,0.973361
2549,28770,0.973360
2550,28779,0.973363
2551,28786,0.973390
2552,28796,0.973371
2553,28808,0.973327
2554,28818,0.973324
2555,28822,0.973329
2556,28830,0.973317
2557,28839,0.973349
2558,28849,0.973314
2559,28861,0.973304
2560,28871,0.973280
2561,28878,0.973291
2562,28892,0.973255
2563,28905,0.973235
2564,28918,0.973235
2565,28930,0.973247
2566,28939,0.973232
2567,28949,0.973174
2568,28964,0.973162
2569,28979,0.973159
2570,28986,0.973174
2571,28997,0.973175
2572,28999,0.973149
2573,29012,0.973098
2574,29025,0.973056
2575,29031,0.973048
2576,29037,0.973073
2577,29053,0.973101
2578,29062,0.973066
2579,29075,0.973084
2580,29079,0.973056
2581,29086,0.973034
2582,29096,0.973050
2583,29109,0.973039
2584,29111,0.973021
2585,29127,0.972994
2586,29146,0.972966
2587,29154,0.972974
2588,29162,0.972982
2589,29167,0.972979
2590,29172,0.972951
2591,29178,0.972968
2592,29188,0.972955
2593,29199,0.972939
2594,29213,0.972920
2595,29223,0.972890
2596,29237,0.972881
2597,29249,0.972878
2598,29254,0.972900
2599,29263,0.972908
2600,29275,0.972854
2601,29290,0.972850
2602,29302,0.972845
2603,29311,0.972848
2604,29316,0.972816
2605,29326,0.972811
2606,29339,0.972763
2607,29349,0.972778
2608,29357,0.972789
2609,29375,0.972796
2610,29384,0.972807
2611,29395,0.972797
2612,29401,0.972730
2613,29411,0.972697
2614,29419,0.972694
2615,29430,0.972703
2616,29439,0.972678
2617,29448,0.972709
2618,29457,0.972706
2619,29469,0.972689
2620,29487,0.972632
2621,29497,0.972601
2622,29507,0.972548
2623,29518,0.972559
2624,29533,0.972591
2625,29542,0.972553
2626,29551,0.972554
2627,29566,0.972549
2628,29580,0.972548
2629,29591,0.972538
2630,29599,0.972563
