ef,recall,query_time
1000,0.915888,0.000291
1100,0.925423,0.000383
1200,0.933380,0.000416
1300,0.940122,0.000447
1400,0.945829,0.000485
1500,0.950732,0.000522
1600,0.955038,0.000553
1700,0.958745,0.000587
1800,0.962031,0.000621
1900,0.964939,0.000647
2000,0.967511,0.000675
2100,0.969818,0.000712
2200,0.971875,0.000747
2300,0.973732,0.000782
2400,0.975412,0.000809
2500,0.976932,0.000842
2600,0.978306,0.000860
2700,0.979578,0.000895
2800,0.980731,0.000935
2900,0.981786,0.000968
3000,0.982777,0.000994
3100,0.983680,0.001025
3200,0.984508,0.001058
3300,0.985281,0.001088
3400,0.986005,0.001124
3500,0.986663,0.001151
3600,0.987290,0.001182
3700,0.987879,0.001202
3800,0.988425,0.001249
3900,0.988931,0.001274
4000,0.989412,0.001311
4100,0.989859,0.001340
4200,0.990273,0.001368
4300,0.990659,0.001398
4400,0.991036,0.001427
4500,0.991395,0.001460
4600,0.991724,0.001493
4700,0.992030,0.001525
4800,0.992329,0.001558
4900,0.992611,0.001585
5000,0.992875,0.001616
5100,0.993125,0.001649
5200,0.993357,0.001682
5300,0.993579,0.001713
5400,0.993795,0.001740
5500,0.994012,0.001764
5600,0.994198,0.001806
5700,0.994374,0.001829
5800,0.994550,0.001866
5900,0.994713,0.001894
6000,0.994868,0.001929
6100,0.995018,0.001960
6200,0.995159,0.001997
6300,0.995304,0.002025
6400,0.995442,0.002056
6500,0.995571,0.002093
6600,0.995687,0.002117
6700,0.995803,0.002153
6800,0.995919,0.002177
6900,0.996025,0.002216
7000,0.996135,0.002241
7100,0.996241,0.002276
7200,0.996338,0.002290
7300,0.996431,0.002323
7400,0.996529,0.002357
7500,0.996616,0.002392
7600,0.996700,0.002414
7700,0.996779,0.002446
7800,0.996853,0.002480
7900,0.996929,0.002509
8000,0.997000,0.002555
8100,0.997068,0.002577
8200,0.997137,0.002605
8300,0.997200,0.002634
8400,0.997262,0.002666
8500,0.997320,0.002688
8600,0.997379,0.002726
8700,0.997441,0.002806
8800,0.997495,0.002826
8900,0.997549,0.002810
9000,0.997599,0.002841
9100,0.997651,0.002871
9200,0.997699,0.002907
9300,0.997748,0.002932
9400,0.997798,0.002957
9500,0.997840,0.002989
9600,0.997878,0.003028
9700,0.997921,0.003053
9800,0.997963,0.003095
9900,0.998002,0.003109
10000,0.998039,0.003156
