ef,recall,query_time
1000,0.928312,0.000375
1100,0.936502,0.000412
1200,0.943291,0.000446
1300,0.948974,0.000479
1400,0.953845,0.000500
1500,0.957977,0.000544
1600,0.961570,0.000577
1700,0.964676,0.000608
1800,0.967381,0.000640
1900,0.969795,0.000676
2000,0.971934,0.000712
2100,0.973819,0.000746
2200,0.975554,0.000762
2300,0.977099,0.000800
2400,0.978496,0.000839
2500,0.979731,0.000868
2600,0.980876,0.000902
2700,0.981924,0.000936
2800,0.982881,0.000969
2900,0.983768,0.001007
3000,0.984574,0.001037
3100,0.985316,0.001071
3200,0.986006,0.001108
3300,0.986656,0.001128
3400,0.987249,0.001156
3500,0.987795,0.001184
3600,0.988319,0.001222
3700,0.988805,0.001260
3800,0.989256,0.001290
3900,0.989679,0.001317
4000,0.990078,0.001345
4100,0.990453,0.001386
4200,0.990803,0.001418
4300,0.991145,0.001443
4400,0.991454,0.001479
4500,0.991744,0.001510
4600,0.992011,0.001546
4700,0.992282,0.001579
4800,0.992535,0.001611
4900,0.992774,0.001650
5000,0.993003,0.001670
5100,0.993214,0.001707
5200,0.993410,0.001734
5300,0.993601,0.001768
5400,0.993783,0.001788
5500,0.993964,0.001820
5600,0.994134,0.001857
5700,0.994290,0.001904
5800,0.994443,0.001918
5900,0.994592,0.001957
6000,0.994730,0.001986
6100,0.994861,0.002029
6200,0.994991,0.002051
6300,0.995116,0.002083
6400,0.995241,0.002120
6500,0.995354,0.002140
6600,0.995459,0.002188
6700,0.995565,0.002200
6800,0.995665,0.002238
6900,0.995764,0.002261
7000,0.995855,0.002301
7100,0.995948,0.002329
7200,0.996037,0.002358
7300,0.996124,0.002376
7400,0.996212,0.002442
7500,0.996287,0.002449
7600,0.996367,0.002496
7700,0.996443,0.002524
7800,0.996514,0.002570
7900,0.996577,0.002578
8000,0.996641,0.002608
8100,0.996711,0.002640
8200,0.996770,0.002678
8300,0.996831,0.002708
8400,0.996886,0.002753
8500,0.996943,0.002760
8600,0.996994,0.002782
8700,0.997044,0.002818
8800,0.997099,0.002859
8900,0.997150,0.002885
9000,0.997197,0.002942
9100,0.997239,0.002960
9200,0.997289,0.002992
9300,0.997333,0.003029
9400,0.997378,0.003048
9500,0.997421,0.003078
9600,0.997464,0.003100
9700,0.997502,0.003136
9800,0.997540,0.003190
9900,0.997575,0.003193
10000,0.997612,0.003230
