ef,recall,query_time
100,0.799700,0.000515
200,0.907360,0.000922
300,0.946460,0.001296
400,0.965160,0.001652
500,0.975040,0.001982
600,0.981320,0.002312
700,0.985200,0.002607
800,0.988330,0.002917
900,0.990400,0.003224
1000,0.991830,0.003507
1100,0.992960,0.003759
1200,0.993820,0.004044
1300,0.994410,0.004288
1400,0.995060,0.004525
1500,0.995410,0.004810
1600,0.995840,0.004996
1700,0.996110,0.005010
1800,0.996380,0.004912
1900,0.996620,0.005051
2000,0.996750,0.005277
