ef,recall,query_time
100,0.803210,0.000497
200,0.911140,0.000878
300,0.948660,0.001244
400,0.966140,0.001577
500,0.976380,0.001903
600,0.982300,0.002215
700,0.986570,0.002518
800,0.988990,0.002830
900,0.990940,0.003117
1000,0.992520,0.003422
1100,0.993580,0.003619
1200,0.994410,0.003900
1300,0.995120,0.004128
1400,0.995790,0.004235
1500,0.996230,0.004411
1600,0.996560,0.004558
1700,0.996900,0.004768
1800,0.997110,0.005008
1900,0.997320,0.005127
2000,0.997420,0.005396
