ef,recall,query_time
100,0.545000,0.000048
200,0.668000,0.000054
300,0.730000,0.000082
400,0.774000,0.000110
500,0.803500,0.000137
600,0.825500,0.000163
700,0.843000,0.000190
800,0.853500,0.000219
900,0.863500,0.000245
1000,0.873000,0.000268
1100,0.883000,0.000302
1200,0.889000,0.000338
1300,0.894000,0.000349
1400,0.901500,0.000380
1500,0.905000,0.000440
1600,0.912000,0.000436
1700,0.916500,0.000438
1800,0.921000,0.000470
1900,0.926500,0.000517
2000,0.928500,0.000522
2100,0.933000,0.000558
2200,0.935500,0.000567
2300,0.938000,0.000594
2400,0.939000,0.000699
2500,0.940000,0.000661
2600,0.943000,0.000705
2700,0.946000,0.000756
2800,0.947000,0.000778
2900,0.949500,0.000782
3000,0.951000,0.000771
3100,0.954000,0.000799
3200,0.955000,0.000835
3300,0.956500,0.000859
3400,0.958500,0.000874
3500,0.960000,0.000911
3600,0.960000,0.000921
3700,0.960000,0.000950
3800,0.962500,0.000989
3900,0.963500,0.001023
4000,0.964000,0.000976
4100,0.964500,0.001017
4200,0.966000,0.001033
4300,0.968000,0.001048
4400,0.968000,0.001050
4500,0.969000,0.001106
4600,0.969500,0.001122
4700,0.970500,0.001116
4800,0.972000,0.001211
4900,0.973000,0.001183
5000,0.973500,0.001190
5100,0.973500,0.001226
5200,0.973500,0.001305
5300,0.974000,0.001269
5400,0.975000,0.001323
5500,0.975500,0.001359
5600,0.976000,0.001364
5700,0.976000,0.001343
5800,0.976000,0.001402
5900,0.976500,0.001405
6000,0.976500,0.001417
6100,0.977000,0.001462
6200,0.977000,0.001473
6300,0.977000,0.001533
6400,0.977000,0.001480
6500,0.977000,0.001523
6600,0.977500,0.001522
6700,0.977500,0.001574
6800,0.978000,0.001572
6900,0.978000,0.001673
7000,0.978000,0.001623
7100,0.978000,0.001686
7200,0.978000,0.001670
7300,0.978000,0.001686
7400,0.978000,0.001768
7500,0.978500,0.001778
7600,0.979500,0.001831
7700,0.979500,0.001797
7800,0.979500,0.001828
7900,0.980000,0.001877
8000,0.980000,0.001890
8100,0.980500,0.001841
8200,0.980500,0.001912
8300,0.981500,0.001913
8400,0.981500,0.001918
8500,0.981500,0.001911
8600,0.981500,0.002012
8700,0.982000,0.002072
8800,0.982000,0.002019
8900,0.982000,0.002054
9000,0.982500,0.002051
9100,0.982500,0.002076
9200,0.982500,0.002108
9300,0.982500,0.002165
9400,0.982500,0.002183
9500,0.982500,0.002230
9600,0.982500,0.002259
9700,0.982500,0.002145
9800,0.982500,0.002207
9900,0.982500,0.002254
10000,0.982500,0.002267
