ef,recall,query_time
100,0.603000,0.000108
200,0.721500,0.000067
300,0.789000,0.000101
400,0.824000,0.000136
500,0.851500,0.000170
600,0.870500,0.000207
700,0.884500,0.000232
800,0.898000,0.000265
900,0.908500,0.000302
1000,0.915000,0.000330
1100,0.922500,0.000364
1200,0.928500,0.000405
1300,0.931500,0.000420
1400,0.934500,0.000454
1500,0.938000,0.000484
1600,0.945000,0.000514
1700,0.949000,0.000547
1800,0.953000,0.000550
1900,0.956000,0.000585
2000,0.957500,0.000624
2100,0.958500,0.000659
2200,0.961000,0.000685
2300,0.963000,0.000688
2400,0.964500,0.000731
2500,0.964500,0.000753
2600,0.964500,0.000767
2700,0.965500,0.000809
2800,0.966500,0.000846
2900,0.966500,0.000882
3000,0.967500,0.000903
3100,0.968500,0.000954
3200,0.970500,0.000939
3300,0.971000,0.000978
3400,0.971500,0.000995
3500,0.972500,0.001064
3600,0.973500,0.001099
3700,0.975000,0.001108
3800,0.975500,0.001114
3900,0.975500,0.001150
4000,0.976000,0.001141
4100,0.977000,0.001163
4200,0.978000,0.001207
4300,0.978000,0.001236
4400,0.978500,0.001302
4500,0.979000,0.001323
4600,0.979500,0.001356
4700,0.980500,0.001351
4800,0.980500,0.001422
4900,0.981000,0.001389
5000,0.982000,0.001441
5100,0.983000,0.001502
5200,0.983500,0.001502
5300,0.983500,0.001485
5400,0.983500,0.001529
5500,0.983500,0.001549
5600,0.983500,0.001569
5700,0.984000,0.001625
5800,0.984000,0.001594
5900,0.984500,0.001679
6000,0.985000,0.001744
6100,0.985000,0.001721
6200,0.985000,0.001763
6300,0.986500,0.001772
6400,0.986500,0.001766
6500,0.986500,0.001777
6600,0.987000,0.001842
6700,0.987000,0.001855
6800,0.987000,0.001887
6900,0.987000,0.001923
7000,0.987000,0.001911
7100,0.987000,0.001971
7200,0.987000,0.001964
7300,0.987500,0.002028
7400,0.987500,0.002066
7500,0.987500,0.002070
7600,0.987500,0.002127
7700,0.987500,0.002110
7800,0.987500,0.002141
7900,0.987500,0.002165
8000,0.987500,0.002186
8100,0.988000,0.002234
8200,0.988000,0.002205
8300,0.988000,0.002256
8400,0.988000,0.002328
8500,0.988000,0.002314
8600,0.988000,0.002344
8700,0.988500,0.002329
8800,0.988500,0.002368
8900,0.988500,0.002406
9000,0.988500,0.002443
9100,0.988500,0.002483
9200,0.988500,0.002477
9300,0.988500,0.002565
9400,0.989000,0.002435
9500,0.989000,0.002542
9600,0.989000,0.002670
9700,0.989000,0.002603
9800,0.989000,0.002650
9900,0.989000,0.002679
10000,0.989000,0.002661
