ef,recall,query_time
100,0.576500,0.000141
200,0.691500,0.000044
300,0.750500,0.000066
400,0.785000,0.000086
500,0.808500,0.000107
600,0.823500,0.000126
700,0.839000,0.000141
800,0.853000,0.000162
900,0.860500,0.000183
1000,0.867000,0.000209
1100,0.871500,0.000230
1200,0.875500,0.000247
1300,0.880500,0.000269
1400,0.882500,0.000287
1500,0.888000,0.000301
1600,0.893500,0.000333
1700,0.897500,0.000355
1800,0.903000,0.000363
1900,0.905000,0.000403
2000,0.906500,0.000415
2100,0.908500,0.000426
2200,0.910500,0.000483
2300,0.911500,0.000510
2400,0.911500,0.000461
2500,0.912500,0.000484
2600,0.913000,0.000499
2700,0.914000,0.000505
2800,0.915000,0.000529
2900,0.917500,0.000545
3000,0.919000,0.000566
3100,0.920500,0.000576
3200,0.921500,0.000662
3300,0.922000,0.000686
3400,0.923500,0.000646
3500,0.923500,0.000644
3600,0.924500,0.000676
3700,0.925000,0.000667
3800,0.926000,0.000715
3900,0.928000,0.000706
4000,0.930000,0.000776
4100,0.931000,0.000754
4200,0.932000,0.000778
4300,0.933000,0.000786
4400,0.934500,0.000830
4500,0.936000,0.000846
4600,0.936500,0.000856
4700,0.937000,0.000893
4800,0.938000,0.000904
4900,0.938500,0.000978
5000,0.939500,0.000946
5100,0.939500,0.000942
5200,0.939500,0.000979
5300,0.940000,0.001019
5400,0.940000,0.001050
5500,0.940500,0.001017
5600,0.941500,0.001070
5700,0.942500,0.001091
5800,0.943000,0.001134
5900,0.943000,0.001057
6000,0.943500,0.001107
6100,0.943500,0.001147
6200,0.943500,0.001216
6300,0.944000,0.001226
6400,0.944000,0.001215
6500,0.944000,0.001266
6600,0.944000,0.001187
6700,0.944000,0.001205
6800,0.944500,0.001220
6900,0.944500,0.001249
7000,0.944500,0.001250
7100,0.944500,0.001287
7200,0.945000,0.001295
7300,0.945000,0.001297
7400,0.945000,0.001301
7500,0.945000,0.001361
7600,0.945000,0.001348
7700,0.945500,0.001359
7800,0.945500,0.001409
7900,0.945500,0.001381
8000,0.946000,0.001422
8100,0.947000,0.001425
8200,0.947500,0.001520
8300,0.947500,0.001535
8400,0.948500,0.001655
8500,0.948500,0.001650
8600,0.949500,0.001671
8700,0.949500,0.001690
8800,0.949500,0.001771
8900,0.949500,0.001741
9000,0.949500,0.001761
9100,0.950000,0.001796
9200,0.950500,0.001727
9300,0.950500,0.001735
9400,0.950500,0.001792
9500,0.950500,0.001834
9600,0.950500,0.001850
9700,0.950500,0.001841
9800,0.950500,0.001846
9900,0.950500,0.001931
10000,0.950500,0.001948
