ef,recall,query_time
50,0.916062,0.000064
100,0.916062,0.000060
150,0.957681,0.000084
200,0.975458,0.000107
250,0.984330,0.000129
300,0.989292,0.000153
350,0.992371,0.000173
400,0.994405,0.000195
450,0.995691,0.000211
500,0.996579,0.000232
550,0.997242,0.000250
600,0.997735,0.000271
650,0.998092,0.000289
700,0.998422,0.000310
750,0.998656,0.000327
800,0.998824,0.000346
850,0.998991,0.000364
900,0.999121,0.000391
950,0.999225,0.000399
1000,0.999319,0.000415
