ef,recall,query_time
100,0.916382,0.000042
200,0.963854,0.000071
300,0.977963,0.000101
400,0.984577,0.000132
500,0.988572,0.000163
600,0.991089,0.000194
700,0.992842,0.000226
800,0.994089,0.000259
900,0.995033,0.000289
1000,0.995779,0.000321
1100,0.996406,0.000355
1200,0.996881,0.000388
1300,0.997227,0.000421
1400,0.997552,0.000454
1500,0.997831,0.000488
1600,0.998068,0.000522
1700,0.998267,0.000554
1800,0.998445,0.000591
1900,0.998598,0.000619
2000,0.998736,0.000653
2100,0.998854,0.000690
2200,0.998953,0.000722
2300,0.999035,0.000754
2400,0.999110,0.000789
2500,0.999186,0.000826
2600,0.999246,0.000859
2700,0.999306,0.000892
2800,0.999362,0.000924
2900,0.999397,0.000959
3000,0.999442,0.000992
3100,0.999483,0.001027
3200,0.999509,0.001062
3300,0.999552,0.001095
3400,0.999579,0.001118
3500,0.999595,0.001151
3600,0.999613,0.001190
3700,0.999640,0.001224
3800,0.999664,0.001259
3900,0.999686,0.001293
4000,0.999705,0.001324
4100,0.999718,0.001363
4200,0.999735,0.001407
4300,0.999747,0.001439
4400,0.999758,0.001476
4500,0.999770,0.001508
4600,0.999782,0.001544
4700,0.999790,0.001574
4800,0.999806,0.001617
4900,0.999813,0.001641
5000,0.999823,0.001676
