iteration_number,unreachable_points_number,recall,avg_delete_time,avg_add_time,avg_sum_delete_add_time,avg_query_time
1,20,0.993347,0.000001,0.000086,0.000087,0.000058
2,32,0.992989,0.000001,0.000075,0.000077,0.000057
3,40,0.993024,0.000001,0.000071,0.000072,0.000056
4,56,0.992846,0.000001,0.000072,0.000074,0.000057
5,60,0.992821,0.000001,0.000071,0.000072,0.000059
6,72,0.992622,0.000001,0.000071,0.000072,0.000058
7,81,0.992423,0.000001,0.000070,0.000071,0.000058
8,91,0.992483,0.000001,0.000069,0.000070,0.000058
9,105,0.992445,0.000001,0.000070,0.000072,0.000058
10,111,0.992475,0.000001,0.000070,0.000072,0.000058
