iteration_number,unreachable_points_number,recall,avg_delete_time,avg_add_time,avg_sum_delete_add_time,avg_query_time
1,6,0.993202,0.000001,0.000068,0.000069,0.000057
2,7,0.992785,0.000002,0.000066,0.000067,0.000057
3,7,0.992504,0.000001,0.000067,0.000069,0.000060
4,10,0.992275,0.000001,0.000067,0.000069,0.000062
5,10,0.992158,0.000001,0.000066,0.000067,0.000061
6,14,0.991987,0.000001,0.000066,0.000067,0.000061
7,13,0.991690,0.000001,0.000066,0.000067,0.000060
8,11,0.991580,0.000001,0.000065,0.000067,0.000060
9,11,0.991621,0.000001,0.000066,0.000068,0.000061
10,10,0.991690,0.000001,0.000066,0.000067,0.000062
