ef,recall,query_time
100,0.909457,0.000058
200,0.972035,0.000101
300,0.987530,0.000144
400,0.993346,0.000183
500,0.995970,0.000221
600,0.997351,0.000260
700,0.998160,0.000297
800,0.998642,0.000335
900,0.998957,0.000368
1000,0.999162,0.000403
1100,0.999311,0.000438
1200,0.999420,0.000475
1300,0.999496,0.000505
1400,0.999538,0.000538
1500,0.999594,0.000573
1600,0.999613,0.000605
1700,0.999653,0.000636
1800,0.999689,0.000669
1900,0.999709,0.000699
2000,0.999711,0.000734
