nprobe,recall,query_time
50,0.982547,0.001004
55,0.985994,0.001131
60,0.988656,0.001164
65,0.990804,0.001256
70,0.992468,0.001326
75,0.993810,0.001430
80,0.994873,0.001523
85,0.995745,0.001603
90,0.996439,0.001688
95,0.996994,0.001850
100,0.997440,0.001857
105,0.997789,0.001962
110,0.998110,0.002073
115,0.998403,0.002178
120,0.998595,0.002210
125,0.998788,0.002376
130,0.998909,0.002407
135,0.999079,0.002469
140,0.999195,0.002577
145,0.999303,0.002703
150,0.999401,0.002746
