ef,recall,query_time
100,0.916421,0.000058
200,0.975416,0.000102
300,0.989305,0.000144
400,0.994476,0.000184
500,0.996699,0.000223
600,0.997826,0.000268
700,0.998488,0.000305
800,0.998867,0.000340
900,0.999143,0.000375
1000,0.999305,0.000412
1100,0.999405,0.000445
1200,0.999495,0.000476
1300,0.999561,0.000510
1400,0.999606,0.000547
1500,0.999635,0.000580
1600,0.999678,0.000607
1700,0.999690,0.000636
1800,0.999708,0.000668
1900,0.999735,0.000702
2000,0.999742,0.000729
