ef,recall,query_time
100,0.549500,0.000106
200,0.664000,0.000165
300,0.727000,0.000232
400,0.773000,0.000300
500,0.802500,0.000372
600,0.823000,0.000450
700,0.840500,0.000520
800,0.849500,0.000585
900,0.861500,0.000672
1000,0.871000,0.000723
1100,0.878000,0.000801
1200,0.885500,0.000879
1300,0.891000,0.000933
1400,0.898500,0.000993
1500,0.905000,0.001087
1600,0.909000,0.001141
1700,0.914500,0.001177
1800,0.918500,0.001276
1900,0.922500,0.001342
2000,0.925500,0.001405
2100,0.928500,0.001442
2200,0.930500,0.001538
2300,0.934500,0.001586
2400,0.936500,0.001641
2500,0.937000,0.001697
2600,0.940500,0.001764
2700,0.944000,0.001840
2800,0.946500,0.001971
2900,0.948000,0.001973
3000,0.950000,0.002055
3100,0.951000,0.002120
3200,0.952000,0.002155
3300,0.954000,0.002249
3400,0.955000,0.002270
3500,0.957000,0.002320
3600,0.957500,0.002376
3700,0.958000,0.002502
3800,0.959500,0.002551
3900,0.960000,0.002591
4000,0.960500,0.002631
4100,0.961000,0.002752
4200,0.961500,0.002903
4300,0.962500,0.002820
4400,0.963500,0.002907
4500,0.965500,0.002981
4600,0.965500,0.003057
4700,0.967500,0.003149
4800,0.968500,0.003197
4900,0.969000,0.003250
5000,0.969000,0.003269
5100,0.969500,0.003424
5200,0.969500,0.003420
5300,0.970000,0.003530
5400,0.970500,0.003562
5500,0.970500,0.003655
5600,0.970500,0.003691
5700,0.970500,0.003711
5800,0.970500,0.003706
5900,0.971000,0.003853
6000,0.971000,0.003801
6100,0.972000,0.003931
6200,0.972000,0.004121
6300,0.972500,0.004052
6400,0.972500,0.004046
6500,0.973000,0.003898
6600,0.973000,0.003916
6700,0.973000,0.004065
6800,0.973500,0.004072
6900,0.973500,0.004049
7000,0.973500,0.004091
7100,0.973500,0.004173
7200,0.973500,0.004187
7300,0.973500,0.004318
7400,0.973500,0.004643
7500,0.974000,0.004488
7600,0.974500,0.004445
7700,0.974500,0.004497
7800,0.974500,0.004526
7900,0.974500,0.004678
8000,0.974500,0.004633
8100,0.975000,0.004779
8200,0.975000,0.004723
8300,0.975000,0.004789
8400,0.975500,0.004913
8500,0.975500,0.004985
8600,0.976500,0.005057
8700,0.977000,0.005063
8800,0.977000,0.005130
8900,0.977000,0.005139
9000,0.977500,0.005220
9100,0.977500,0.005214
9200,0.978000,0.005252
9300,0.978000,0.005369
9400,0.978000,0.005422
9500,0.978000,0.005466
9600,0.978000,0.005509
9700,0.978000,0.005759
9800,0.978000,0.005682
9900,0.978000,0.005764
10000,0.979000,0.005748
