ef,recall,query_time
100,0.574500,0.000198
200,0.689500,0.000163
300,0.747500,0.000218
400,0.781500,0.000261
500,0.806500,0.000332
600,0.822500,0.000372
700,0.836500,0.000434
800,0.850000,0.000482
900,0.859500,0.000550
1000,0.867000,0.000578
1100,0.872500,0.000665
1200,0.877000,0.000685
1300,0.880500,0.000776
1400,0.884000,0.000821
1500,0.888000,0.000858
1600,0.894000,0.000878
1700,0.897000,0.000962
1800,0.901500,0.001007
1900,0.904000,0.001114
2000,0.905000,0.001158
2100,0.907500,0.001150
2200,0.910000,0.001241
2300,0.912000,0.001313
2400,0.912000,0.001383
2500,0.913000,0.001338
2600,0.913000,0.001373
2700,0.914000,0.001441
2800,0.915000,0.001468
2900,0.917000,0.001528
3000,0.918000,0.001593
3100,0.920500,0.001653
3200,0.921500,0.001798
3300,0.922500,0.001735
3400,0.923000,0.001764
3500,0.923000,0.001846
3600,0.923500,0.001886
3700,0.924000,0.001928
3800,0.925500,0.002066
3900,0.927000,0.001988
4000,0.929500,0.002035
4100,0.930000,0.002064
4200,0.931500,0.002130
4300,0.932500,0.002195
4400,0.933000,0.002281
4500,0.934500,0.002302
4600,0.935000,0.002294
4700,0.936000,0.002393
4800,0.936500,0.002606
4900,0.936500,0.002614
5000,0.937500,0.002509
5100,0.937500,0.002618
5200,0.937500,0.002664
5300,0.938500,0.002638
5400,0.938500,0.002796
5500,0.939000,0.002699
5600,0.939500,0.002712
5700,0.940000,0.002782
5800,0.940500,0.002927
5900,0.940500,0.003234
6000,0.941000,0.003145
6100,0.941000,0.003113
6200,0.941000,0.003278
6300,0.941500,0.003221
6400,0.942000,0.003294
6500,0.942000,0.003373
6600,0.942000,0.003454
6700,0.942000,0.003384
6800,0.942500,0.003449
6900,0.942500,0.003354
7000,0.942500,0.003575
7100,0.943000,0.003498
7200,0.943000,0.003607
7300,0.943000,0.003554
7400,0.943000,0.003781
7500,0.943000,0.003720
7600,0.943000,0.003618
7700,0.943000,0.003902
7800,0.943000,0.003931
7900,0.943000,0.003816
8000,0.943500,0.003902
8100,0.944500,0.003798
8200,0.944500,0.003988
8300,0.945500,0.003927
8400,0.946500,0.004005
8500,0.946500,0.004115
8600,0.947500,0.004050
8700,0.947500,0.004133
8800,0.948000,0.004319
8900,0.948500,0.004208
9000,0.948500,0.004195
9100,0.949000,0.004182
9200,0.949000,0.004373
9300,0.949500,0.004344
9400,0.949500,0.004412
9500,0.949500,0.004424
9600,0.949500,0.004457
9700,0.949500,0.004520
9800,0.949500,0.004563
9900,0.949500,0.004607
10000,0.949500,0.004666
