ef,recall,query_time
100,0.605500,0.000148
200,0.722500,0.000153
300,0.779500,0.000216
400,0.814000,0.000276
500,0.837000,0.000329
600,0.851500,0.000400
700,0.861500,0.000471
800,0.869000,0.000524
900,0.874500,0.000590
1000,0.882500,0.000659
