ef,recall,query_time
100,0.604000,0.000116
200,0.718500,0.000189
300,0.782500,0.000261
400,0.818500,0.000343
500,0.849000,0.000434
600,0.865000,0.000506
700,0.877500,0.000587
800,0.893500,0.000665
900,0.902000,0.000742
1000,0.907000,0.000822
1100,0.915000,0.000902
1200,0.923000,0.000942
1300,0.927500,0.001023
1400,0.929500,0.001143
1500,0.932000,0.001196
1600,0.938000,0.001274
1700,0.945000,0.001337
1800,0.949500,0.001387
1900,0.955000,0.001483
2000,0.955500,0.001590
2100,0.958500,0.001690
2200,0.960000,0.001850
2300,0.962000,0.001843
2400,0.963000,0.001838
2500,0.963000,0.001969
2600,0.963000,0.001995
2700,0.965000,0.002075
2800,0.966500,0.002176
2900,0.966500,0.002202
3000,0.968500,0.002330
3100,0.969000,0.002377
3200,0.972000,0.002396
3300,0.973000,0.002449
3400,0.973500,0.002498
3500,0.974500,0.002537
3600,0.975000,0.002640
3700,0.977000,0.002804
3800,0.977500,0.002798
3900,0.978000,0.002792
4000,0.978500,0.002903
4100,0.979500,0.003004
4200,0.980000,0.003089
4300,0.980500,0.003240
4400,0.981500,0.003206
4500,0.981500,0.003354
4600,0.982000,0.003259
4700,0.982500,0.003412
4800,0.982500,0.003463
4900,0.983000,0.003477
5000,0.983500,0.003550
5100,0.984000,0.003579
5200,0.985000,0.003726
5300,0.986000,0.003772
5400,0.986500,0.003759
5500,0.986500,0.003893
5600,0.986500,0.003907
5700,0.987000,0.004088
5800,0.987000,0.004124
5900,0.988000,0.004364
6000,0.988500,0.004152
6100,0.988500,0.004174
6200,0.989500,0.004411
6300,0.990500,0.004403
6400,0.990500,0.004394
6500,0.990500,0.004492
6600,0.990500,0.004619
6700,0.990500,0.004612
6800,0.990500,0.004776
6900,0.990500,0.004691
7000,0.990500,0.004836
7100,0.990500,0.004800
7200,0.990500,0.004969
7300,0.990500,0.004888
7400,0.990500,0.005066
7500,0.990500,0.005134
7600,0.990500,0.005108
7700,0.990500,0.005190
7800,0.990500,0.005225
7900,0.990500,0.005401
8000,0.990500,0.005473
8100,0.991000,0.005385
8200,0.991000,0.005591
8300,0.991000,0.005647
8400,0.991000,0.005585
8500,0.991000,0.005803
8600,0.991000,0.005691
8700,0.991500,0.005683
8800,0.991500,0.005838
8900,0.991500,0.005913
9000,0.991500,0.006070
9100,0.991500,0.006124
9200,0.991500,0.006156
9300,0.991500,0.006364
9400,0.991500,0.006339
9500,0.992000,0.006118
9600,0.992000,0.006358
9700,0.992000,0.006322
9800,0.992000,0.006525
9900,0.992000,0.006587
10000,0.992000,0.006498
