ef,recall,query_time
1000,0.811500,0.000964
1100,0.817700,0.001052
1200,0.823120,0.001109
1300,0.827910,0.001202
1400,0.832440,0.001261
1500,0.836450,0.001334
1600,0.840130,0.001441
1700,0.843620,0.001504
1800,0.846380,0.001590
1900,0.848740,0.001654
2000,0.851640,0.001699
2100,0.853920,0.001824
2200,0.856070,0.001850
2300,0.857900,0.001909
2400,0.859820,0.002015
2500,0.861390,0.002047
2600,0.863070,0.002158
2700,0.864740,0.002206
2800,0.866310,0.002258
2900,0.867770,0.002306
3000,0.869230,0.002379
3100,0.870710,0.002444
3200,0.872110,0.002509
3300,0.873270,0.002584
3400,0.874260,0.002647
3500,0.875320,0.002716
3600,0.876440,0.002801
3700,0.877530,0.002852
3800,0.878450,0.002908
3900,0.879440,0.002971
4000,0.880380,0.003035
4100,0.881240,0.003082
4200,0.882340,0.003161
4300,0.882990,0.003227
4400,0.883750,0.003265
4500,0.884360,0.003314
4600,0.885110,0.003424
4700,0.885630,0.003464
4800,0.886280,0.003527
4900,0.886790,0.003578
5000,0.887360,0.003646
5100,0.888230,0.003724
5200,0.888860,0.003776
5300,0.889350,0.003803
5400,0.889940,0.003885
5500,0.890400,0.003958
5600,0.891050,0.004013
5700,0.891640,0.004139
5800,0.892290,0.004136
5900,0.892820,0.004200
6000,0.893430,0.004281
6100,0.893910,0.004311
6200,0.894240,0.004361
6300,0.894550,0.004451
6400,0.894970,0.004493
6500,0.895330,0.004550
6600,0.895580,0.004602
6700,0.895970,0.004656
6800,0.896300,0.004736
6900,0.896630,0.004809
7000,0.896990,0.004844
7100,0.897260,0.004899
7200,0.897680,0.004963
7300,0.898030,0.005005
7400,0.898460,0.005069
7500,0.898700,0.005136
7600,0.898980,0.005224
7700,0.899420,0.005246
7800,0.899710,0.005315
7900,0.899980,0.005372
8000,0.900230,0.005447
8100,0.900570,0.005506
8200,0.900820,0.005602
8300,0.901210,0.005600
8400,0.901520,0.005653
8500,0.901900,0.005711
8600,0.902170,0.005780
8700,0.902410,0.005818
8800,0.902670,0.005863
8900,0.902910,0.005924
9000,0.903090,0.005990
9100,0.903280,0.006093
9200,0.903530,0.006086
9300,0.903770,0.006241
9400,0.903980,0.006263
9500,0.904230,0.006265
9600,0.904480,0.006360
9700,0.904660,0.006433
9800,0.904890,0.006451
9900,0.905110,0.006509
10000,0.905280,0.006548
