ef,recall,query_time
1000,0.807040,0.000792
1100,0.813660,0.000857
1200,0.819830,0.000907
1300,0.825270,0.000976
1400,0.829850,0.001032
1500,0.833870,0.001096
1600,0.837650,0.001160
1700,0.841320,0.001222
1800,0.844710,0.001324
1900,0.847890,0.001398
2000,0.850530,0.001426
2100,0.853350,0.001509
2200,0.855560,0.001525
2300,0.857520,0.001617
2400,0.859260,0.001635
2500,0.861100,0.001702
2600,0.863170,0.001783
2700,0.865350,0.001810
2800,0.866990,0.001868
2900,0.868710,0.001916
3000,0.870270,0.001979
3100,0.871770,0.002025
3200,0.873360,0.002101
3300,0.874620,0.002145
3400,0.875900,0.002212
3500,0.877190,0.002246
3600,0.878390,0.002320
3700,0.879320,0.002402
3800,0.880330,0.002470
3900,0.881080,0.002489
4000,0.882070,0.002584
4100,0.882960,0.002570
4200,0.883810,0.002677
4300,0.884520,0.002681
4400,0.885400,0.002739
4500,0.886260,0.002783
4600,0.886980,0.002843
4700,0.887680,0.002888
4800,0.888400,0.002944
4900,0.889150,0.003063
5000,0.889940,0.003056
5100,0.890520,0.003112
5200,0.891180,0.003173
5300,0.891940,0.003234
5400,0.892830,0.003249
5500,0.893450,0.003295
5600,0.894040,0.003344
5700,0.894680,0.003394
5800,0.895180,0.003426
5900,0.895850,0.003496
6000,0.896480,0.003544
6100,0.896950,0.003548
6200,0.897500,0.003635
6300,0.897970,0.003654
6400,0.898410,0.003673
6500,0.899110,0.003732
6600,0.899560,0.003788
6700,0.900040,0.003831
6800,0.900490,0.003886
6900,0.900850,0.003907
7000,0.901190,0.003983
7100,0.901700,0.004026
7200,0.902030,0.004086
7300,0.902540,0.004123
7400,0.902990,0.004171
7500,0.903390,0.004253
7600,0.903740,0.004304
7700,0.904070,0.004343
7800,0.904510,0.004358
7900,0.904770,0.004417
8000,0.905050,0.004485
8100,0.905370,0.004497
8200,0.905710,0.004564
8300,0.906080,0.004545
8400,0.906440,0.004600
8500,0.906760,0.004614
8600,0.907180,0.004687
8700,0.907530,0.004713
8800,0.907920,0.004784
8900,0.908290,0.004838
9000,0.908620,0.004860
9100,0.908760,0.004966
9200,0.909150,0.004992
9300,0.909470,0.005015
9400,0.909770,0.005038
9500,0.910060,0.005166
9600,0.910290,0.005146
9700,0.910590,0.005186
9800,0.910820,0.005221
9900,0.911170,0.005288
10000,0.911450,0.005333
