ef,recall,query_time
1000,0.776810,0.000781
1100,0.781580,0.000768
1200,0.786170,0.000818
1300,0.790120,0.000894
1400,0.794030,0.000929
1500,0.797520,0.001013
1600,0.800530,0.001076
1700,0.803150,0.001122
1800,0.805520,0.001160
1900,0.807970,0.001231
2000,0.810110,0.001286
2100,0.811980,0.001331
2200,0.813850,0.001399
2300,0.815670,0.001450
2400,0.817240,0.001493
2500,0.818510,0.001543
2600,0.819800,0.001622
2700,0.821210,0.001658
2800,0.822460,0.001705
2900,0.823820,0.001759
3000,0.825050,0.001812
3100,0.826220,0.001890
3200,0.827060,0.001915
3300,0.828030,0.001966
3400,0.829130,0.002020
3500,0.830010,0.002097
3600,0.830920,0.002122
3700,0.831570,0.002158
3800,0.832540,0.002266
3900,0.833280,0.002274
4000,0.834220,0.002335
4100,0.834940,0.002387
4200,0.835690,0.002428
4300,0.836300,0.002481
4400,0.837010,0.002549
4500,0.837590,0.002607
4600,0.838150,0.002619
4700,0.838620,0.002684
4800,0.839040,0.002730
4900,0.839500,0.002823
5000,0.839960,0.002853
5100,0.840520,0.002911
5200,0.841170,0.002965
5300,0.841590,0.002973
5400,0.842070,0.003042
5500,0.842560,0.003101
5600,0.843020,0.003115
5700,0.843580,0.003167
5800,0.843910,0.003217
5900,0.844350,0.003253
6000,0.844740,0.003310
6100,0.845100,0.003357
6200,0.845510,0.003427
6300,0.845790,0.003453
6400,0.846230,0.003492
6500,0.846500,0.003559
6600,0.846790,0.003610
6700,0.847120,0.003663
6800,0.847500,0.003668
6900,0.847760,0.003723
7000,0.848030,0.003762
7100,0.848400,0.003808
7200,0.848780,0.003845
7300,0.849070,0.003925
7400,0.849470,0.003921
7500,0.850010,0.003982
7600,0.850440,0.004043
7700,0.850820,0.004070
7800,0.851070,0.004107
7900,0.851350,0.004144
8000,0.851630,0.004241
8100,0.851910,0.004254
8200,0.852250,0.004295
8300,0.852500,0.004354
8400,0.852760,0.004415
8500,0.852930,0.004491
8600,0.853160,0.004495
8700,0.853350,0.004537
8800,0.853660,0.004589
8900,0.853830,0.004647
9000,0.854060,0.004690
9100,0.854320,0.004698
9200,0.854460,0.004759
9300,0.854690,0.004836
9400,0.854890,0.004864
9500,0.855210,0.004885
9600,0.855410,0.004947
9700,0.855630,0.004970
9800,0.855790,0.005038
9900,0.856020,0.005052
10000,0.856240,0.005074
