ef,recall,query_time
100,0.559500,0.000109
200,0.675000,0.000055
300,0.739500,0.000083
400,0.779500,0.000115
500,0.816000,0.000140
600,0.836000,0.000167
700,0.851500,0.000197
800,0.865000,0.000221
900,0.877500,0.000256
1000,0.890000,0.000273
1100,0.894000,0.000305
1200,0.898000,0.000330
1300,0.905500,0.000354
1400,0.910000,0.000380
1500,0.915500,0.000388
1600,0.921000,0.000429
1700,0.925500,0.000458
1800,0.926500,0.000480
1900,0.929000,0.000502
2000,0.932000,0.000530
2100,0.934000,0.000560
2200,0.935500,0.000607
2300,0.936500,0.000604
2400,0.937500,0.000643
2500,0.939000,0.000658
2600,0.942500,0.000707
2700,0.943000,0.000723
2800,0.945000,0.000737
2900,0.947500,0.000742
3000,0.950500,0.000778
3100,0.952000,0.000806
3200,0.953500,0.000803
3300,0.953500,0.000854
3400,0.954000,0.000890
3500,0.955000,0.000910
3600,0.956000,0.000930
3700,0.957500,0.000963
3800,0.958500,0.001019
3900,0.959500,0.001080
4000,0.960000,0.001046
4100,0.961500,0.001075
4200,0.962500,0.001126
4300,0.962500,0.001106
4400,0.963000,0.001121
4500,0.964500,0.001147
4600,0.965500,0.001182
4700,0.966500,0.001197
4800,0.967500,0.001234
4900,0.967500,0.001311
5000,0.967500,0.001252
5100,0.968500,0.001278
5200,0.968500,0.001318
5300,0.969000,0.001355
5400,0.970500,0.001355
5500,0.970500,0.001364
5600,0.971000,0.001447
5700,0.971500,0.001454
5800,0.972000,0.001403
5900,0.972500,0.001428
6000,0.974000,0.001406
6100,0.974500,0.001487
6200,0.975500,0.001469
6300,0.976000,0.001571
6400,0.976500,0.001535
6500,0.976500,0.001516
6600,0.977000,0.001555
6700,0.977000,0.001574
6800,0.977000,0.001593
6900,0.977000,0.001647
7000,0.977500,0.001674
7100,0.978000,0.001668
7200,0.978000,0.001738
7300,0.979000,0.001708
7400,0.979000,0.001719
7500,0.979000,0.001749
7600,0.979000,0.001766
7700,0.979000,0.001771
7800,0.979000,0.001821
7900,0.979000,0.001831
8000,0.979000,0.001864
8100,0.979000,0.001899
8200,0.979000,0.001893
8300,0.979500,0.001936
8400,0.979500,0.001923
8500,0.980000,0.002018
8600,0.980000,0.001977
8700,0.980500,0.002015
8800,0.980500,0.002020
8900,0.980500,0.002067
9000,0.980500,0.002055
9100,0.981000,0.002083
9200,0.981000,0.002090
9300,0.981000,0.002130
9400,0.981000,0.002113
9500,0.981000,0.002155
9600,0.981000,0.002165
9700,0.981000,0.002185
9800,0.981000,0.002225
9900,0.981000,0.002354
10000,0.981000,0.002265
