ef,recall,query_time
100,0.580500,0.000154
200,0.707000,0.000048
300,0.756500,0.000071
400,0.783500,0.000096
500,0.808000,0.000113
600,0.822500,0.000138
700,0.837000,0.000157
800,0.850500,0.000177
900,0.861500,0.000203
1000,0.869000,0.000229
1100,0.876000,0.000240
1200,0.879500,0.000264
1300,0.884000,0.000292
1400,0.891000,0.000307
1500,0.895000,0.000330
1600,0.900000,0.000360
1700,0.903500,0.000373
1800,0.909500,0.000383
1900,0.910500,0.000415
2000,0.913000,0.000433
2100,0.914000,0.000469
2200,0.916000,0.000530
2300,0.917500,0.000503
2400,0.920500,0.000489
2500,0.922000,0.000493
2600,0.923000,0.000528
2700,0.924500,0.000548
2800,0.925500,0.000564
2900,0.927000,0.000592
3000,0.929000,0.000619
3100,0.930000,0.000664
3200,0.930500,0.000671
3300,0.931000,0.000714
3400,0.931500,0.000664
3500,0.932500,0.000693
3600,0.934500,0.000725
3700,0.935000,0.000749
3800,0.937000,0.000746
3900,0.938000,0.000783
4000,0.938500,0.000806
4100,0.939000,0.000834
4200,0.939500,0.000843
4300,0.939500,0.000870
4400,0.939500,0.000860
4500,0.940500,0.000918
4600,0.941000,0.000931
4700,0.941000,0.000936
4800,0.941000,0.000949
4900,0.941500,0.000993
5000,0.942000,0.000981
5100,0.942000,0.001003
5200,0.942000,0.001020
5300,0.942500,0.001051
5400,0.942500,0.001068
5500,0.942500,0.001123
5600,0.942500,0.001125
5700,0.943500,0.001107
5800,0.944000,0.001277
5900,0.944500,0.001278
6000,0.945000,0.001209
6100,0.945000,0.001195
6200,0.945500,0.001237
6300,0.946000,0.001162
6400,0.946000,0.001237
6500,0.947500,0.001202
6600,0.948000,0.001248
6700,0.948500,0.001257
6800,0.948500,0.001313
6900,0.948500,0.001317
7000,0.949000,0.001329
7100,0.949000,0.001378
7200,0.949000,0.001395
7300,0.950000,0.001362
7400,0.950000,0.001365
7500,0.950000,0.001412
7600,0.950500,0.001448
7700,0.950500,0.001470
7800,0.950500,0.001560
7900,0.951000,0.001535
8000,0.951500,0.001603
8100,0.952000,0.001672
8200,0.952000,0.001716
8300,0.952500,0.001698
8400,0.952500,0.001663
8500,0.953000,0.001688
8600,0.953000,0.001710
8700,0.953000,0.001702
8800,0.953000,0.001716
8900,0.953000,0.001694
9000,0.953500,0.001753
9100,0.953500,0.001849
9200,0.954000,0.001808
9300,0.954500,0.001833
9400,0.954500,0.001883
9500,0.954500,0.001889
9600,0.954500,0.001916
9700,0.955000,0.001976
9800,0.955000,0.001925
9900,0.955000,0.001933
10000,0.955000,0.001974
